,,,,,,Totals,Totals,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
413,Jeff Foote\footeje01,24,NOH,NBA,2011-12,4,0,9.8,0.5,1.5,0.5,1.5,0,0,0,0,0.3,1.3,1.5,0,0,0.3,0.5,1.3,1,0.333,0.333,,0.333,,0.333
414,Courtney Fortson\fortsco01,23,TOT,NBA,2011-12,10,0,9.5,1.1,3.2,0.8,1.9,0.3,1.3,1,1.5,0.6,0.9,1.5,1,0.3,0,1,0.5,3.5,0.344,0.421,0.231,0.391,0.667,0.453
415,Jimmer Fredette\fredeji01,22,SAC,NBA,2011-12,61,7,18.6,2.8,7.3,1.5,3.8,1.3,3.5,0.7,0.8,0.3,0.9,1.2,1.8,0.5,0,1.1,1.2,7.6,0.386,0.409,0.361,0.473,0.833,0.495
416,Mickell Gladness\gladnmi01,25,TOT,NBA,2011-12,26,7,9.7,1,2.3,1,2.3,0,0,0.2,0.5,0.5,1.7,2.2,0.2,0.2,0.8,0.3,1.2,2.2,0.424,0.424,,0.424,0.5,0.436
417,Andrew Goudelock\goudean01,23,LAL,NBA,2011-12,40,0,10.5,1.7,4.4,1,2.5,0.7,1.9,0.3,0.3,0.1,0.7,0.8,0.5,0.1,0,0.5,0.8,4.4,0.391,0.404,0.373,0.471,0.917,0.488
418,Jordan Hamilton\hamiljo02,21,DEN,NBA,2011-12,26,2,9.9,1.8,4.3,1.2,2.5,0.7,1.8,0.1,0.2,0.4,2,2.4,0.8,0.2,0.1,0.6,0.6,4.4,0.432,0.484,0.362,0.509,0.4,0.508
419,Justin Harper\harpeju01,22,ORL,NBA,2011-12,14,0,6,0.6,2.2,0.5,1.3,0.1,0.9,0,0.1,0.2,0.6,0.9,0.1,0.1,0.2,0.4,0.4,1.4,0.29,0.389,0.154,0.323,0,0.318
420,Josh Harrellson\harrejo01,22,NYK,NBA,2011-12,37,4,14.6,1.7,4,1.2,2.4,0.5,1.6,0.4,0.7,1.3,2.6,3.9,0.3,0.6,0.5,0.5,1.3,4.4,0.423,0.478,0.339,0.49,0.615,0.505
421,Terrel Harris\harrite01,24,MIA,NBA,2011-12,22,1,14.5,1.3,3.8,1,2,0.4,1.8,0.6,1,0.8,1.5,2.3,1.2,0.4,0.1,1.1,1.5,3.6,0.349,0.477,0.205,0.398,0.667,0.434
422,Tobias Harris\harrito02,19,MIL,NBA,2011-12,42,9,11.4,1.9,4,1.7,3.5,0.1,0.5,1,1.3,0.7,1.7,2.4,0.5,0.3,0.2,0.7,1.1,5,0.467,0.5,0.261,0.485,0.815,0.54
423,Cory Higgins\higgico01,22,CHA,NBA,2011-12,38,0,11.1,1.4,4.2,1.3,3.7,0.1,0.5,1.1,1.6,0.2,0.7,0.9,0.9,0.1,0.2,1,1.1,3.9,0.325,0.343,0.2,0.338,0.7,0.402
424,Darington Hobson\hobsoda01,24,MIL,NBA,2011-12,5,0,7.8,0.4,2.6,0.4,1.4,0,1.2,0,0,0,0.6,0.6,1.2,0,0,0.4,0.2,0.8,0.154,0.286,0,0.154,,0.154
425,Tyler Honeycutt\honeyty01,21,SAC,NBA,2011-12,15,0,5.9,0.5,1.6,0.5,1.4,0.1,0.2,0.2,0.3,0.2,0.7,0.9,0.5,0.3,0.2,0.1,0.2,1.3,0.333,0.333,0.333,0.354,0.6,0.382
426,Dennis Horner\hornede01,23,NJN,NBA,2011-12,8,0,2.8,0.1,0.5,0.1,0.4,0,0.1,0.4,0.5,0.3,0.4,0.6,0,0,0,0.1,0.1,0.6,0.25,0.333,0,0.25,0.75,0.434
427,Kyrie Irving\irvinky01,19,CLE,NBA,2011-12,51,51,30.5,6.9,14.6,5.4,11.1,1.4,3.6,3.4,3.8,0.9,2.9,3.7,5.4,1.1,0.4,3.1,2.2,18.5,0.469,0.491,0.399,0.517,0.872,0.566
428,Reggie Jackson\jacksre01,21,OKC,NBA,2011-12,45,0,11.1,1.1,3.5,0.8,2.2,0.3,1.4,0.6,0.6,0.3,0.9,1.2,1.6,0.6,0,0.8,0.7,3.1,0.321,0.392,0.21,0.362,0.862,0.408
429,Charles Jenkins\jenkich01,22,GSW,NBA,2011-12,51,28,17.5,2.5,5.7,2.5,5.3,0.1,0.4,0.7,0.8,0.2,1.2,1.3,3.3,0.6,0.1,1.2,1.7,5.8,0.447,0.469,0.15,0.452,0.872,0.482
430,Carldell Johnson\johnsca01,29,NOH,NBA,2011-12,15,0,7.9,0.7,2.3,0.5,1.3,0.3,1,0.1,0.2,0.1,0.5,0.6,1.5,0.5,0,0.5,0.7,1.8,0.314,0.35,0.267,0.371,0.333,0.372
431,Ivan Johnson\johnsiv01,27,ATL,NBA,2011-12,56,0,16.7,2.5,4.9,2.5,4.8,0,0.1,1.3,1.8,1.2,2.9,4,0.6,0.8,0.3,1.2,2.1,6.4,0.513,0.517,0.333,0.516,0.72,0.558
432,JaJuan Johnson\johnsja02,22,BOS,NBA,2011-12,36,0,8.3,1.5,3.4,1.5,3.4,0,0,0.2,0.3,0.6,1.1,1.6,0.2,0.1,0.4,0.4,0.7,3.2,0.446,0.446,,0.446,0.667,0.456
433,Jerome Jordan\jordaje01,25,NYK,NBA,2011-12,21,0,5.1,0.8,1.6,0.8,1.6,0,0,0.4,0.5,0.7,0.6,1.3,0.2,0,0.3,0.1,0.7,2,0.515,0.515,,0.515,0.8,0.561
434,Cory Joseph\josepco01,20,SAS,NBA,2011-12,29,1,9.2,0.8,2.4,0.7,1.9,0.1,0.5,0.4,0.6,0.2,0.7,0.9,1.2,0.2,0.1,0.4,0.6,2,0.314,0.345,0.2,0.336,0.647,0.374
435,Enes Kanter\kanteen01,19,UTA,NBA,2011-12,66,0,13.2,1.8,3.6,1.8,3.6,0,0,1.1,1.6,1.6,2.6,4.2,0.1,0.3,0.3,0.8,1.3,4.6,0.496,0.498,0,0.496,0.667,0.539
436,D.J. Kennedy\kennedj01,22,CLE,NBA,2011-12,2,0,29.5,2.5,6,1.5,4,1,2,0,1,0.5,3,3.5,1.5,1,0,1.5,3.5,6,0.417,0.375,0.5,0.5,0,0.466
437,Brandon Knight\knighbr03,20,DET,NBA,2011-12,66,60,32.3,4.8,11.7,3.2,7.5,1.6,4.2,1.6,2.1,0.5,2.7,3.2,3.8,0.7,0.2,2.6,2.3,12.8,0.415,0.434,0.38,0.483,0.759,0.511
438,Malcolm Lee\leema01,21,MIN,NBA,2011-12,19,0,12.8,1.2,3.1,1.1,2.6,0.1,0.5,0.7,0.9,0.5,0.9,1.4,1.6,0.4,0.2,0.9,1.2,3.3,0.39,0.429,0.2,0.407,0.824,0.466
439,Kawhi Leonard\leonaka01,20,SAS,NBA,2011-12,64,39,24,3.1,6.3,2.5,4.6,0.6,1.7,1.1,1.4,1.6,3.5,5.1,1.1,1.3,0.4,0.7,1.4,7.9,0.493,0.536,0.376,0.543,0.773,0.573
440,Travis Leslie\leslitr01,21,LAC,NBA,2011-12,10,0,4.5,0.5,1.4,0.5,1.4,0,0,0.4,0.9,0.6,0.3,0.9,0.5,0.2,0.2,0.2,0.4,1.4,0.357,0.357,,0.357,0.444,0.39
441,Jon Leuer\leuerjo01,22,MIL,NBA,2011-12,46,12,12.1,2.1,4.2,2,4,0.1,0.2,0.5,0.6,1,1.6,2.6,0.5,0.3,0.4,0.4,1.5,4.7,0.508,0.516,0.333,0.516,0.75,0.536
442,DeAndre Liggins\liggide01,23,ORL,NBA,2011-12,17,0,6.8,0.7,1.5,0.7,1.2,0,0.2,0.5,1.1,0.4,0.5,0.9,0.3,0.4,0,0.6,0.4,1.9,0.48,0.571,0,0.48,0.474,0.495
443,Shelvin Mack\macksh01,21,WAS,NBA,2011-12,64,0,12.2,1.4,3.4,1.2,2.8,0.2,0.7,0.7,0.9,0.2,1.3,1.4,2,0.4,0,0.8,0.8,3.6,0.4,0.427,0.286,0.427,0.712,0.468
444,Vernon Macklin\macklve01,25,DET,NBA,2011-12,23,0,5.9,0.8,1.5,0.8,1.5,0,0,0.3,0.6,0.6,0.9,1.5,0.2,0.2,0.2,0.1,0.4,2,0.543,0.543,,0.543,0.571,0.559
445,E'Twaun Moore\mooreet01,22,BOS,NBA,2011-12,38,0,8.7,1.1,3,0.7,1.8,0.4,1.2,0.2,0.2,0.1,0.8,0.9,0.9,0.3,0.1,0.6,0.9,2.9,0.381,0.382,0.378,0.456,1,0.474
446,Darius Morris\morrida01,21,LAL,NBA,2011-12,19,0,8.9,0.9,2.2,0.7,1.7,0.2,0.5,0.3,0.5,0.1,0.7,0.8,1.1,0.1,0,1,0.8,2.4,0.429,0.424,0.444,0.476,0.667,0.5
447,Marcus Morris\morrima03,22,HOU,NBA,2011-12,17,0,7.4,0.9,3.2,0.8,2.2,0.1,1,0.4,0.5,0.3,0.6,0.9,0.2,0.1,0.1,0.2,0.7,2.4,0.296,0.378,0.118,0.315,0.75,0.348
448,Markieff Morris\morrima02,22,PHO,NBA,2011-12,63,7,19.5,2.8,6.9,2.1,5,0.7,2,1.2,1.7,1.1,3.3,4.4,1,0.7,0.7,1.1,2.8,7.4,0.399,0.42,0.347,0.448,0.717,0.484
449,Daniel Orton\ortonda01,21,ORL,NBA,2011-12,16,2,11.7,1.1,1.9,1.1,1.8,0,0.1,0.7,1.6,1.2,1.3,2.4,0.3,0.5,0.6,0.4,1.9,2.8,0.567,0.586,0,0.567,0.44,0.549
450,Jeremy Pargo\pargoje01,25,MEM,NBA,2011-12,44,5,9.6,1.1,3.4,0.9,2.5,0.2,0.9,0.4,0.6,0.3,0.6,0.8,1.3,0.3,0,1,1,2.9,0.333,0.357,0.263,0.367,0.593,0.389
451,Chandler Parsons\parsoch01,23,HOU,NBA,2011-12,63,57,28.6,3.9,8.7,3,5.9,1,2.8,0.7,1.2,1.4,3.3,4.8,2.1,1.2,0.5,1.3,2.3,9.5,0.452,0.507,0.337,0.506,0.551,0.513
452,Ryan Reid\reidry01,25,OKC,NBA,2011-12,5,0,3.4,0.8,1,0.8,1,0,0,0,0,0.2,0.2,0.4,0,0,0,0.2,0.2,1.6,0.8,0.8,,0.8,,0.8
453,Ricky Rubio\rubiori01,21,MIN,NBA,2011-12,41,31,34.2,3.4,9.5,2.6,7.2,0.8,2.3,3.1,3.8,0.5,3.7,4.2,8.2,2.2,0.2,3.2,2.4,10.6,0.357,0.363,0.34,0.398,0.803,0.476
454,Walker Russell\russewa02,29,DET,NBA,2011-12,28,0,12.8,1.2,3.4,1,2.9,0.1,0.5,0.5,0.8,0.3,0.7,0.9,2.1,0.6,0,1.2,1,3,0.347,0.354,0.308,0.368,0.636,0.401
455,Josh Selby\selbyjo01,20,MEM,NBA,2011-12,28,0,8.5,0.9,2.6,0.8,2,0.1,0.5,0.4,0.5,0.1,0.5,0.5,1.1,0.3,0,1,0.6,2.3,0.347,0.404,0.133,0.361,0.786,0.403
456,Iman Shumpert\shumpim01,21,NYK,NBA,2011-12,59,35,28.9,3.6,9.1,2.8,6.4,0.8,2.7,1.5,1.8,0.7,2.4,3.2,2.8,1.7,0.1,1.9,2.9,9.5,0.401,0.44,0.306,0.446,0.798,0.484
457,Xavier Silas\silasxa01,24,PHI,NBA,2011-12,2,0,19.5,2,7.5,1.5,4.5,0.5,3,1,1.5,1,1,2,1.5,0,0,1.5,2.5,5.5,0.267,0.333,0.167,0.3,0.667,0.337
458,Chris Singleton\singlch01,22,WAS,NBA,2011-12,66,51,21.7,1.8,4.7,1.1,2.8,0.7,1.9,0.5,0.7,0.7,2.9,3.5,0.7,1.1,0.5,0.6,2.7,4.6,0.372,0.389,0.346,0.442,0.682,0.462
459,Donald Sloan\sloando01,24,TOT,NBA,2011-12,33,11,20.3,2.4,6,2.3,5.2,0.1,0.8,0.7,0.9,0.5,1.5,2,3.2,0.4,0.1,1.5,1.1,5.5,0.399,0.445,0.08,0.404,0.767,0.433
460,Greg Smith\smithgr02,21,HOU,NBA,2011-12,8,0,8.6,0.9,1.4,0.9,1.4,0,0,0,0,0.6,1.9,2.5,0.1,0.3,0.6,0.1,2.1,1.8,0.636,0.636,,0.636,,0.636
461,Jerry Smith\smithje01,24,NJN,NBA,2011-12,5,0,9.2,0.6,2.8,0.4,1.6,0.2,1.2,0,0,0.4,1,1.4,0.8,1,0,0,1,1.4,0.214,0.25,0.167,0.25,,0.25
462,Nolan Smith\smithno01,23,POR,NBA,2011-12,44,4,12.3,1.5,4.1,1.2,3.1,0.3,1,0.5,0.6,0.4,0.9,1.3,1.4,0.4,0.1,1,1.3,3.8,0.372,0.4,0.289,0.408,0.714,0.434
463,Greg Stiemsma\stiemgr01,26,BOS,NBA,2011-12,55,3,13.9,1.2,2.2,1.2,2.2,0,0,0.5,0.7,0.9,2.3,3.2,0.5,0.7,1.5,0.6,2.6,2.9,0.545,0.545,,0.545,0.707,0.579
464,Julyan Stone\stoneju01,23,DEN,NBA,2011-12,22,2,8.1,0.6,1.4,0.5,0.9,0.1,0.5,0.4,0.5,0.2,0.9,1.1,1.7,0.4,0.3,0.5,0.8,1.6,0.419,0.55,0.182,0.452,0.727,0.502
465,Isaiah Thomas\thomais02,22,SAC,NBA,2011-12,65,37,25.5,3.9,8.8,2.7,5.4,1.3,3.4,2.4,2.8,0.7,1.8,2.6,4.1,0.8,0.1,1.6,1.9,11.5,0.448,0.491,0.379,0.521,0.832,0.574
466,Lance Thomas\thomala01,23,NOH,NBA,2011-12,42,10,15,1.4,3,1.4,3,0,0,1.2,1.5,1.2,1.8,3,0.3,0.2,0.2,0.6,1.9,4,0.452,0.456,0,0.452,0.839,0.541
467,Malcolm Thomas\thomama01,23,SAS,NBA,2011-12,3,0,5,0,1,0,1,0,0,0.3,0.7,0.3,0.7,1,0.3,0.3,0.3,0,0,0.3,0,0,,0,0.5,0.129
468,Trey Thompkins\thomptr02,21,LAC,NBA,2011-12,24,0,5,1,2.5,0.8,2,0.2,0.5,0.2,0.3,0.2,0.8,1,0.1,0.1,0.1,0.3,0.4,2.4,0.393,0.417,0.308,0.426,0.714,0.445
469,Klay Thompson\thompkl01,21,GSW,NBA,2011-12,66,29,24.4,4.8,10.9,3.1,6.8,1.7,4.1,1.2,1.4,0.4,2.1,2.4,2,0.7,0.3,1.6,2.3,12.5,0.443,0.46,0.414,0.52,0.868,0.545
470,Mychel Thompson\thompmy02,23,CLE,NBA,2011-12,5,3,19,1.4,4.8,0.6,2.6,0.8,2.2,0,0,0,1,1,1.4,0.4,0.2,1,1.6,3.6,0.292,0.231,0.364,0.375,,0.375
471,Tristan Thompson\thomptr01,20,CLE,NBA,2011-12,60,25,23.7,3.2,7.4,3.2,7.3,0,0,1.8,3.2,3.1,3.4,6.5,0.5,0.5,1,1.4,2.2,8.2,0.439,0.441,0,0.439,0.552,0.469
472,Jeremy Tyler\tylerje01,20,GSW,NBA,2011-12,42,23,13.5,2.1,5,2.1,5,0,0,0.7,1.2,1.3,2,3.3,0.4,0.4,0.5,0.9,2,4.9,0.421,0.423,0,0.421,0.558,0.442
473,Edwin Ubiles\ubileed01,25,WAS,NBA,2011-12,4,0,13,1.3,4.5,1,3.3,0.3,1.3,0.8,0.8,0.5,2,2.5,0.3,0.3,0.3,0.3,0.3,3.5,0.278,0.308,0.2,0.306,1,0.362
474,Jan Vesely\veselja01,21,WAS,NBA,2011-12,57,20,18.9,2.1,3.8,2.1,3.8,0,0,0.6,1.1,1.8,2.6,4.4,0.8,0.7,0.6,1.1,2.7,4.7,0.537,0.539,0,0.537,0.532,0.544
475,Nikola Vucevic\vucevni01,21,PHI,NBA,2011-12,51,15,15.9,2.6,5.7,2.5,5.5,0.1,0.2,0.4,0.7,1.7,3.1,4.8,0.6,0.4,0.7,0.6,2.2,5.5,0.45,0.452,0.375,0.455,0.529,0.462
476,Kemba Walker\walkeke02,21,CHA,NBA,2011-12,66,25,27.2,4.3,11.6,3.2,8.2,1,3.4,2.5,3.2,0.5,3.1,3.5,4.4,0.9,0.3,1.8,1.2,12.1,0.366,0.392,0.305,0.411,0.789,0.464
477,Derrick Williams\willide02,20,MIN,NBA,2011-12,66,15,21.5,3.1,7.5,2.5,5.5,0.6,2.1,2.1,3,1.2,3.5,4.7,0.6,0.5,0.5,1.2,1.4,8.8,0.412,0.467,0.268,0.449,0.697,0.499
478,Elliot Williams\williel01,22,POR,NBA,2011-12,24,0,6.2,1.5,3.1,1.2,2,0.3,1.1,0.3,0.8,0.3,0.5,0.8,0.3,0.3,0.1,0.2,0.8,3.7,0.5,0.617,0.296,0.554,0.333,0.537
479,Jordan Williams\willijo03,21,NJN,NBA,2011-12,43,5,14.8,1.8,3.5,1.8,3.5,0,0,1,1.5,1.5,2.1,3.6,0.3,0.5,0.3,0.5,1.4,4.6,0.507,0.507,,0.507,0.652,0.544
480,Chris Wright\wrighch01,23,GSW,NBA,2011-12,24,1,7.8,1,1.9,1,1.9,0,0,1,1.3,0.8,1.1,1.9,0.2,0.3,0.5,0.3,0.9,2.9,0.511,0.511,,0.511,0.774,0.597
481,Jeff Adrien\adrieje01,24,GSW,NBA,2010-11,23,0,8.5,1,2.3,1,2.3,0,0,0.5,0.8,1,1.5,2.5,0.4,0.2,0.2,0.4,1.2,2.5,0.426,0.426,,0.426,0.579,0.457
482,Solomon Alabi\alabiso01,22,TOR,NBA,2010-11,12,0,4.9,0.3,1.3,0.3,1.3,0,0,0,0.2,0.6,0.6,1.2,0.2,0.2,0.2,0.3,0.4,0.5,0.2,0.2,,0.2,0,0.189
483,Cole Aldrich\aldrico01,22,OKC,NBA,2010-11,18,0,7.9,0.4,0.8,0.4,0.8,0,0,0.1,0.2,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1.7,1,0.533,0.533,,0.533,0.5,0.537
484,Al-Farouq Aminu\aminual01,20,LAC,NBA,2010-11,81,14,17.9,2,5,1.4,3.2,0.6,1.8,1.1,1.5,0.9,2.4,3.3,0.7,0.7,0.3,1.3,1.5,5.6,0.394,0.437,0.315,0.45,0.773,0.499
485,James Anderson\anderja01,21,SAS,NBA,2010-11,26,2,11,1.2,3.1,0.5,1.3,0.7,1.8,0.5,0.7,0.1,0.8,0.9,0.7,0.1,0.2,0.5,0.9,3.6,0.383,0.371,0.391,0.494,0.778,0.529
486,Omer Asik\asikom01,24,CHI,NBA,2010-11,82,0,12.1,1,1.7,1,1.7,0,0,0.9,1.8,1.4,2.4,3.7,0.4,0.2,0.7,0.8,1.9,2.8,0.553,0.553,,0.553,0.503,0.559
487,Luke Babbitt\babbilu01,21,POR,NBA,2010-11,24,0,5.7,0.6,2.3,0.5,1.6,0.1,0.7,0.1,0.4,0.3,1,1.3,0.3,0.1,0.1,0.3,0.6,1.5,0.273,0.308,0.188,0.3,0.333,0.305
488,Eric Bledsoe\bledser01,21,LAC,NBA,2010-11,81,25,22.7,2.5,6,2.1,4.6,0.4,1.4,1.2,1.6,0.8,1.9,2.8,3.6,1.1,0.3,2.4,1.6,6.7,0.424,0.47,0.276,0.457,0.744,0.499
489,Trevor Booker\booketr01,23,WAS,NBA,2010-11,65,14,16.4,2.1,3.9,2.1,3.9,0,0,1,1.6,1.5,2.4,3.9,0.5,0.4,0.6,0.6,1.8,5.3,0.549,0.552,0,0.549,0.673,0.582
490,Craig Brackins\brackcr01,23,PHI,NBA,2010-11,3,0,11,1.3,5.3,1.3,3.7,0,1.7,0,0,0.7,0.7,1.3,0.3,0.3,0,0,1,2.7,0.25,0.364,0,0.25,,0.25
491,Avery Bradley\bradlav01,20,BOS,NBA,2010-11,31,0,5.2,0.7,2.2,0.7,2,0,0.2,0.2,0.4,0.1,0.4,0.5,0.4,0.3,0,0.5,0.6,1.7,0.343,0.371,0,0.343,0.5,0.36
492,Derrick Caracter\caracde01,22,LAL,NBA,2010-11,41,0,5.2,0.8,1.6,0.8,1.6,0,0,0.4,0.6,0.5,0.6,1,0.2,0.1,0.2,0.5,1.1,2,0.485,0.485,,0.485,0.739,0.532
493,Sherron Collins\collish01,23,CHA,NBA,2010-11,20,0,3.3,0.4,1.3,0.3,0.8,0.1,0.5,0.1,0.1,0,0.3,0.3,0.4,0.1,0,0.2,0.1,0.9,0.28,0.333,0.2,0.32,1,0.334
494,Marcus Cousin\cousima01,24,UTA,NBA,2010-11,4,0,4.5,0.5,0.8,0.5,0.8,0,0,0,0,0,0.8,0.8,0,0,0.3,0.3,0.3,1,0.667,0.667,,0.667,,0.667
495,DeMarcus Cousins\couside01,20,SAC,NBA,2010-11,81,62,28.5,5.3,12.4,5.3,12.2,0,0.2,3.4,5,2.7,6,8.6,2.5,1,0.8,3.3,4.1,14.1,0.43,0.435,0.167,0.432,0.687,0.484
496,Jordan Crawford\crawfjo02,22,TOT,NBA,2010-11,42,18,24.5,4.6,11.9,3.8,8.9,0.8,3,1.7,2,0.7,1.8,2.5,2.8,0.9,0.1,2,1.5,11.7,0.384,0.427,0.258,0.417,0.869,0.456
497,Ed Davis\davised01,21,TOR,NBA,2010-11,65,17,24.6,3.3,5.7,3.3,5.7,0,0,1.1,2,2.6,4.5,7.1,0.6,0.6,1,0.7,2.8,7.7,0.576,0.576,,0.576,0.555,0.583
498,Zabian Dowdell\dowdeza01,26,PHO,NBA,2010-11,24,0,12.2,2.1,5.2,2,4.8,0.1,0.4,0.7,0.7,0.2,0.6,0.8,2.1,0.8,0.1,1.2,1.3,5,0.408,0.417,0.3,0.42,0.941,0.457
499,Devin Ebanks\ebankde01,21,LAL,NBA,2010-11,20,0,5.9,1.1,2.6,1,2.3,0.1,0.3,0.9,1.2,0.8,0.6,1.4,0.1,0.2,0.3,0.3,0.4,3.1,0.412,0.413,0.4,0.431,0.783,0.507
500,Semih Erden\erdense01,24,TOT,NBA,2010-11,41,8,14.5,1.5,2.7,1.5,2.7,0,0,1,1.5,0.9,2,2.9,0.5,0.4,0.6,0.8,2.5,4,0.559,0.559,,0.559,0.65,0.593
501,Jeremy Evans\evansje01,23,UTA,NBA,2010-11,49,3,9.4,1.6,2.3,1.6,2.3,0,0,0.5,0.8,0.7,1.2,2,0.5,0.3,0.3,0.4,1,3.6,0.661,0.667,0,0.661,0.703,0.678
502,Patrick Ewing\ewingpa02,26,NOH,NBA,2010-11,7,0,2.7,0,0.7,0,0.4,0,0.3,0.4,0.6,0.1,0.1,0.3,0.3,0,0.1,0.1,0.1,0.4,0,0,0,0,0.75,0.222
503,Christian Eyenga\eyengch01,21,CLE,NBA,2010-11,44,18,21.5,3,7,2.4,4.9,0.6,2.1,0.4,0.6,0.6,2.2,2.8,0.8,0.8,0.6,1.1,1.8,6.9,0.425,0.488,0.275,0.466,0.643,0.476
504,Derrick Favors\favorde01,19,TOT,NBA,2010-11,78,27,19.7,2.8,5.3,2.8,5.3,0,0,1.3,2.2,2.2,3.1,5.3,0.5,0.4,0.9,1,3.2,6.8,0.517,0.517,,0.517,0.595,0.542
505,Landry Fields\fieldla01,22,NYK,NBA,2010-11,82,81,31,3.6,7.3,2.6,4.7,1,2.7,1.4,1.8,1.3,5.1,6.4,1.9,1,0.2,1.3,1.4,9.7,0.497,0.556,0.393,0.568,0.769,0.598
506,Gary Forbes\forbega01,25,DEN,NBA,2010-11,63,11,12.6,2,4.3,1.7,3.4,0.3,0.9,0.9,1.4,0.4,1.4,1.8,0.8,0.4,0.1,0.7,1.2,5.2,0.454,0.488,0.328,0.489,0.678,0.524
507,Paul George\georgpa01,20,IND,NBA,2010-11,61,19,20.7,2.9,6.5,2.3,4.2,0.7,2.3,1.3,1.7,0.6,3.1,3.7,1.1,1,0.4,1.1,2.1,7.8,0.453,0.537,0.297,0.505,0.762,0.542
508,Blake Griffin\griffbl01,21,LAC,NBA,2010-11,82,82,38,8.5,16.8,8.4,16.5,0.1,0.3,5.4,8.5,3.3,8.8,12.1,3.8,0.8,0.5,2.7,3.1,22.5,0.506,0.51,0.292,0.508,0.642,0.549
509,Luke Harangody\haranlu01,23,TOT,NBA,2010-11,49,0,13.1,1.6,4.2,1.3,2.9,0.3,1.3,0.4,0.5,0.8,2.1,2.9,0.6,0.3,0.3,0.3,1.6,3.9,0.383,0.45,0.242,0.422,0.731,0.444
510,Manny Harris\harrima01,21,CLE,NBA,2010-11,54,15,17.3,2,5.4,1.4,3.6,0.6,1.7,1.3,1.7,0.7,1.9,2.6,1.6,0.6,0.1,1.2,1.2,5.9,0.374,0.376,0.37,0.433,0.763,0.486
511,Gordon Hayward\haywago01,20,UTA,NBA,2010-11,72,17,16.9,2,4.1,1.5,3,0.5,1,1,1.3,0.6,1.4,1.9,1.1,0.4,0.3,1,1.5,5.4,0.485,0.489,0.473,0.544,0.711,0.578
512,Lazar Hayward\haywala01,24,MIN,NBA,2010-11,42,0,10,1.3,3.7,0.9,2.2,0.4,1.4,0.8,1,0.5,1.1,1.7,0.7,0.3,0.2,0.5,1,3.8,0.357,0.404,0.283,0.412,0.786,0.464
513,Xavier Henry\henryxa01,19,MEM,NBA,2010-11,38,16,13.9,1.7,4.2,1.7,3.8,0.1,0.4,0.9,1.4,0.2,0.7,1,0.5,0.3,0.1,0.3,1.3,4.3,0.406,0.441,0.118,0.413,0.635,0.451
514,Damion James\jamesda01,23,NJN,NBA,2010-11,25,9,16.1,1.8,4.1,1.8,4,0,0.1,0.7,1.1,0.7,2.7,3.4,0.8,0.6,0.5,1,1.4,4.4,0.447,0.46,0,0.447,0.643,0.477
515,Eugene Jeter\jetereu01,27,SAC,NBA,2010-11,62,1,13.8,1.7,4.2,1.6,3.7,0.1,0.5,0.6,0.7,0.1,1,1.1,2.6,0.5,0,0.8,0.9,4.1,0.409,0.437,0.2,0.421,0.902,0.46
516,Armon Johnson\johnsar02,21,POR,NBA,2010-11,38,0,7.3,1.2,2.7,1.1,2.3,0.1,0.3,0.3,0.6,0.3,0.7,0.9,1.2,0.1,0,1,0.8,2.9,0.455,0.461,0.417,0.48,0.591,0.497
517,Chris Johnson\johnsch03,25,TOT,NBA,2010-11,14,1,9.9,0.6,1.5,0.6,1.5,0,0,1.1,1.4,0.9,1.4,2.3,0.2,0.2,0.6,0.7,1.5,2.4,0.429,0.429,,0.429,0.75,0.554
518,Wesley Johnson\johnswe01,23,MIN,NBA,2010-11,79,63,26.2,3.4,8.6,2.1,5,1.3,3.7,0.8,1.2,0.6,2.4,3,1.9,0.7,0.7,1.2,2.1,9,0.397,0.427,0.356,0.473,0.696,0.491
519,Dominique Jones\jonesdo02,22,DAL,NBA,2010-11,18,0,7.5,0.8,2.5,0.8,2.3,0,0.2,0.8,0.9,0.3,1.1,1.4,1.1,0.3,0.2,0.6,0.4,2.3,0.311,0.341,0,0.311,0.824,0.4
520,Gani Lawal\lawalga01,22,PHO,NBA,2010-11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
521,Jeremy Lin\linje01,22,GSW,NBA,2010-11,29,0,9.8,1,2.5,0.9,2.3,0,0.2,0.7,0.9,0.4,0.8,1.2,1.4,1.1,0.3,0.6,1.1,2.6,0.389,0.403,0.2,0.396,0.76,0.458
522,Greg Monroe\monrogr01,20,DET,NBA,2010-11,80,48,27.8,3.8,6.9,3.8,6.9,0,0,1.8,2.9,3.1,4.4,7.5,1.3,1.2,0.6,1,2.5,9.4,0.551,0.552,0,0.551,0.622,0.575
523,Timofey Mozgov\mozgoti01,24,TOT,NBA,2010-11,45,14,11.6,1.4,3,1.4,3,0,0,0.8,1.2,1,1.7,2.7,0.3,0.3,0.6,0.8,1.9,3.6,0.474,0.474,,0.474,0.712,0.523
